33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33
33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33
33,33,33,33,33,33,33,33,42,0,0,0,0,33,0,0,0,0,0,0,40,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33
33,33,33,33,33,33,33,42,0,0,0,0,0,0,0,0,0,0,0,0,0,40,33,33,33,33,42,0,0,0,0,0,40,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33
33,33,33,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33
33,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33
33,0,0,0,0,0,0,0,32,33,33,33,53,53,53,33,33,33,33,34,0,0,0,0,0,0,0,0,65,0,0,0,0,39,47,40,33,33,33,33,33,33,33,33,33,33,33,33,33,33
33,0,0,0,0,0,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,0,0,0,0,0,0,0,33,33,0,0,0,0,0,0,33,33,33,33,33,33,33,33,33,33,33,33,33,33
33,36,0,0,0,0,0,40,41,33,33,33,33,33,33,33,33,33,33,33,33,0,0,0,0,0,0,0,33,33,34,0,0,0,0,0,33,33,33,33,33,33,33,33,33,33,33,33,33,33
33,41,0,0,0,0,0,0,33,33,33,33,33,33,33,33,33,33,33,33,33,54,54,54,54,54,54,54,33,33,33,42,0,0,0,0,41,33,33,33,33,33,33,33,33,33,33,33,33,33
33,41,0,0,0,0,0,0,40,33,33,33,33,33,33,33,33,33,33,33,33,62,62,62,62,62,62,62,33,33,42,0,0,0,0,0,41,33,33,33,33,33,33,33,33,33,33,33,33,33
33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,33,33,33,33,33,33,33,33,33,33,33,33,33,0,0,0,0,0,0,33,33,33,33,33,33,33,33,33,33,33,33,33,33
33,33,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,33,33,33,33,33,33,33,33,33,42,0,0,0,0,32,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33
33,33,33,33,33,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,33,33,33,33,33,42,0,0,0,0,32,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33
33,33,33,33,33,33,33,33,34,0,0,0,64,0,0,0,0,0,0,0,0,0,0,33,33,33,33,33,0,0,0,0,32,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33
33,33,33,33,33,33,33,33,33,33,33,33,33,0,0,0,0,0,0,0,0,0,0,33,33,33,33,33,0,0,0,0,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33
33,33,33,33,33,33,33,33,33,33,33,33,33,0,0,0,0,40,33,33,34,0,0,33,33,33,42,39,0,0,0,32,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33
33,33,33,33,33,33,33,33,33,33,33,33,33,0,0,0,0,0,33,33,33,0,0,33,33,42,0,0,0,0,0,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33
33,33,33,33,33,33,33,33,33,33,33,33,33,0,0,0,0,0,47,47,0,0,0,33,33,0,0,0,0,0,0,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33
33,33,33,33,33,33,33,33,33,33,33,33,33,0,0,0,0,0,0,0,0,0,0,33,33,0,0,0,0,0,32,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33
33,33,33,33,33,33,33,33,33,33,33,42,39,0,0,0,0,0,0,0,32,33,33,33,33,0,0,0,0,0,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33
33,33,33,33,33,33,33,33,33,33,42,0,0,0,0,0,0,0,0,32,33,33,33,33,33,0,0,0,0,0,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33
33,33,33,33,33,33,33,42,0,0,0,0,0,0,0,0,0,0,32,33,33,33,33,33,42,0,0,0,0,0,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33
33,33,33,33,33,33,42,0,0,0,0,0,0,0,0,0,0,32,33,33,33,33,33,33,0,0,0,0,0,0,41,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,33
0,0,0,0,0,0,0,0,0,0,32,33,33,0,0,0,0,33,33,33,33,33,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,33
64,0,0,0,0,0,0,0,0,32,33,33,33,0,0,0,0,33,33,33,33,33,33,33,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,61,33
36,37,0,0,0,0,0,32,33,33,33,33,33,0,0,0,0,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33
33,33,33,33,33,33,33,33,33,33,33,33,33,0,0,0,0,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33
